instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
2	m4.2xlarge	16	64000	16000	5	150000000	3	1126	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	16000	5	150000000	3	1127	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	16000	5	150000000	3	1151	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	16000	5	150000000	3	1156	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	16000	5	150000000	3	1216	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	16000	5	150000000	3	436	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	16000	5	150000000	3	446	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	16000	5	150000000	3	454	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	16000	5	150000000	3	568	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	16000	5	150000000	3	598	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	16000	5	150000000	3	236	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	16000	5	150000000	3	238	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	16000	5	150000000	3	240	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	16000	5	150000000	3	242	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	16000	5	150000000	3	244	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	16000	5	150000000	3	194	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	16000	5	150000000	3	194	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	16000	5	150000000	3	196	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	16000	5	150000000	3	198	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	16000	5	150000000	3	198	0.73813508679461	0.917837907061713	0.817114731721182
10	m4.2xlarge	80	320000	16000	5	150000000	3	150	0.73813508679461	0.917837907061713	0.817114731721182
10	m4.2xlarge	80	320000	16000	5	150000000	3	152	0.73813508679461	0.917837907061713	0.817114731721182
10	m4.2xlarge	80	320000	16000	5	150000000	3	154	0.73813508679461	0.917837907061713	0.817114731721182
10	m4.2xlarge	80	320000	16000	5	150000000	3	154	0.73813508679461	0.917837907061713	0.817114731721182
10	m4.2xlarge	80	320000	16000	5	150000000	3	156	0.73813508679461	0.917837907061713	0.817114731721182
12	m4.2xlarge	96	384000	16000	5	150000000	3	148	0.73813508679461	0.917837907061713	0.817114731721182
12	m4.2xlarge	96	384000	16000	5	150000000	3	150	0.73813508679461	0.917837907061713	0.817114731721182
12	m4.2xlarge	96	384000	16000	5	150000000	3	150	0.73813508679461	0.917837907061713	0.817114731721182
12	m4.2xlarge	96	384000	16000	5	150000000	3	150	0.73813508679461	0.917837907061713	0.817114731721182
12	m4.2xlarge	96	384000	16000	5	150000000	3	150	0.73813508679461	0.917837907061713	0.817114731721182
2	r4.2xlarge	16	122000	10500	5	100000000	3	608	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	3	608	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	3	610	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	3	610	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	3	614	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	5	770	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	5	774	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	5	774	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	5	778	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	5	782	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	7	1246	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	7	1246	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	7	2902	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	7	3008	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	7	3152	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	9	1186	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	9	1196	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	9	2680	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	9	2864	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	10500	5	100000000	9	2970	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	3	788	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	3	794	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	3	798	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	3	800	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	3	804	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	5	958	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	5	960	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	5	964	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	5	972	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	5	974	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	7	1160	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	7	1170	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	7	2780	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	7	2794	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	7	2794	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	9	1112	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	9	1132	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	9	2710	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	9	2714	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	13200	5	125000000	9	2718	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	3	920	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	3	930	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	3	930	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	3	934	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	3	934	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	5	1136	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	5	1138	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	5	1140	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	5	1142	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	5	1146	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	7	844	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	7	856	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	7	857	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	7	1162	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	7	1166	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	9	806	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	9	806	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	9	1124	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	9	1126	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	16000	5	150000000	9	1130	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	3	1724	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	3	1750	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	3	1752	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	3	1760	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	3	1780	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	5	2676	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	5	2686	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	5	2689	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	5	4390	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	5	4520	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	7	848	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	7	850	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	7	860	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	7	4204	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	7	4556	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	9	806	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	9	808	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	9	816	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	9	4126	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	18600	5	175000000	9	4274	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	3	1042	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	3	1044	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	3	1046	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	3	1050	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	3	1052	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	5	1078	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	5	1082	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	5	1086	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	5	1086	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	5	1098	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	7	1046	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	7	1068	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	7	1246	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	7	1260	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	7	1264	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	9	998	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	9	1008	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	9	1188	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	9	1198	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	20300	10	100000000	9	1206	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	3	3116	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	3	3118	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	3	3234	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	3	3240	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	3	3284	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	5	2818	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	5	2868	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	5	4298	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	5	4310	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	5	4490	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	7	2900	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	7	2982	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	7	4248	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	7	4254	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	7	4258	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	9	2758	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	9	2966	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	9	4028	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	9	4216	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	21300	5	200000000	9	4280	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	3	1712	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	3	1716	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	3	1722	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	3	1722	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	3	1724	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	5	2650	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	5	2666	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	5	2670	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	5	2674	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	5	2686	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	7	1046	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	7	1046	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	7	1050	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	7	2792	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	7	2792	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	9	1004	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	9	1006	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	9	1020	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	9	2714	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	30500	15	100000000	9	2740	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	3	246	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	3	246	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	3	248	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	3	250	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	3	252	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	5	300	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	5	304	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	5	304	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	5	306	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	5	308	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	7	298	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	7	300	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	7	304	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	7	312	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	7	320	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	9	312	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	9	322	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	9	326	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	9	330	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	10500	5	100000000	9	330	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	3	304	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	3	306	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	3	308	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	3	314	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	3	316	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	5	354	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	5	356	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	5	356	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	5	362	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	5	368	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	7	368	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	7	372	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	7	372	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	7	374	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	7	376	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	9	378	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	9	382	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	9	384	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	9	388	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	13200	5	125000000	9	388	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	3	348	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	3	350	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	3	350	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	3	354	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	3	354	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	5	418	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	5	420	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	5	422	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	5	422	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	5	434	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	7	436	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	7	438	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	7	440	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	16000	5	150000000	7	446	0.621439738915361	0.699904926309755	0.683905823195575
